Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A10,#169,3,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,17146,0,17146,0,7,0,"17,139.00",0,,,,,,,,,,,,,,,,,,,,,,0,616.37,616.37,,,,,,,,,,,,,,,,,,
B10,#170,2,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14258,0,14258,0,0,0,"14,258.00",0,,,,,,,,,,,,,,,,,,,,,,0,219.67,219.67,,,,,,,,,,,,,,,,,,
B10,#170,2,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14258,0,14258,0,0,0,"14,258.00",0,,,,,,,,,,,,,,,,,,,,,,0,620.81,620.81,,,,,,,,,,,,,,,,,,
C10,#171,1,1,1,longREF,221.77,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,435.37",,,229.15,214.43,20349,3496,16853,864,"2,632.00","1,334.00","15,519.00",37.46,,,,,,,,913.65,,,,,,,,,,,,,,"3,479.08",237.88,794.73,,,,,225.53,218.02,,,,,,,,,,,,
C10,#171,1,1,1,HDR,134.48,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,689.56",,,140.12,128.87,20349,2198,18151,864,"2,632.00","1,334.00","15,519.00",37.46,1.21,,,1.28,1.15,2,,899.93,,,longREF,0.61,,,0.64,0.57,37.75,,,39,36.49,"1,438.06",688.08,769.09,,,,,137.35,131.61,,,1.25,1.18,,,0.62,0.59,,,38.39,37.11
D10,#172,2,1,,longREF,424.99,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,499.72",,,435.81,414.26,19925,6041,13884,"1,112.00","4,929.00",999,"12,885.00",43.9,,,,,,,,972.42,,,,,,,,,,,,,,"3,735.70",236.09,"1,297.13",,,,,430.5,419.5,,,,,,,,,,,,
D10,#172,2,1,,HDR,131.75,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,635.07",,,137.39,126.14,19925,2111,17814,"1,112.00","4,929.00",999,"12,885.00",43.9,0.62,,,0.65,0.59,2,,896.43,,,longREF,0.31,,,0.33,0.29,23.67,,,24.56,22.77,"1,453.16",677.78,759.93,,,,,134.63,128.89,,,0.64,0.6,,,0.32,0.3,,,24.12,23.21
E10,#173,,1,,longREF,0.17,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,3.41,,,0.45,0.04,20692,3,20689,0,3,0,"20,689.00",0,,,,,,,,317.05,,,,,,,,,,,,,,"1,576.95",229.6,229.8,,,,,0.29,0.09,,,,,,,,,,,,
E10,#173,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,20692,0,20692,0,3,0,"20,689.00",0,,,,,,,,,,,,,,,,,,,,,,0,673.15,673.15,,,,,,,,,,,,,,,,,,
F10,#174,2,1,,longREF,307.25,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,145.08",,,316.03,298.54,20766,4773,15993,"1,316.00","3,457.00","1,176.00","14,817.00",60.54,,,,,,,,943.28,,,,,,,,,,,,,,"3,613.96",238.82,"1,014.58",,,,,311.72,302.8,,,,,,,,,,,,
F10,#174,2,1,,HDR,150.4,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,007.95",,,156.32,144.5,20766,2492,18274,"1,316.00","3,457.00","1,176.00","14,817.00",60.54,0.98,,,1.03,0.93,2,,904.16,,,longREF,0.49,,,0.51,0.47,32.86,,,33.93,31.79,"1,453.72",687.85,779.76,,,,,153.42,147.39,,,1,0.95,,,0.5,0.48,,,33.41,32.32
G10,#175,1,1,1,longREF,674.52,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"13,490.46",,,688.54,660.67,21214,9257,11957,"5,742.00","3,515.00","2,959.00","8,998.00",286.56,,,,,,,,979.78,,,,,,,,,,,,,,"3,429.17",239.3,"1,631.24",,,,,681.65,667.44,,,,,,,,,,,,
G10,#175,1,1,1,HDR,621.05,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"12,421.02",,,634.33,607.92,21214,8701,12513,"5,742.00","3,515.00","2,959.00","8,998.00",286.56,1.84,,,1.9,1.79,2,,923.07,,,longREF,0.92,,,0.95,0.89,47.94,,,48.68,47.2,"1,447.00",688.63,999.67,,,,,627.81,614.33,,,1.87,1.81,,,0.93,0.91,,,48.31,47.56
H10,#176,3,1,,longREF,161.59,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,231.71",,,167.66,155.54,21304,2734,18570,"1,794.00",940,"1,000.00","17,570.00",100.27,,,,,,,,890.45,,,,,,,,,,,,,,"3,040.90",235.56,595.57,,,,,164.68,158.5,,,,,,,,,,,,
H10,#176,3,1,,HDR,165.39,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,307.85",,,171.55,159.27,21304,2794,18510,"1,794.00",940,"1,000.00","17,570.00",100.27,2.05,,,2.16,1.94,2,,880.35,,,longREF,1.02,,,1.08,0.97,50.58,,,51.9,49.26,"1,350.45",678.98,767.04,,,,,168.53,162.27,,,2.1,1.99,,,1.05,1,,,51.26,49.91
A11,#177,2,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11651,0,11651,0,0,0,"11,651.00",0,,,,,,,,,,,,,,,,,,,,,,0,218.5,218.5,,,,,,,,,,,,,,,,,,
A11,#177,2,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11651,0,11651,0,0,0,"11,651.00",0,,,,,,,,,,,,,,,,,,,,,,0,615.02,615.02,,,,,,,,,,,,,,,,,,
B11,#178,2,1,,longREF,123.89,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,477.76",,,129.34,118.46,19940,1993,17947,745,"1,248.00",589,"17,358.00",42.2,,,,,,,,929.08,,,,,,,,,,,,,,"3,567.10",241.81,574.18,,,,,126.67,121.11,,,,,,,,,,,,
B11,#178,2,1,,HDR,81.46,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,629.26",,,85.84,77.1,19940,1334,18606,745,"1,248.00",589,"17,358.00",42.2,1.32,,,1.41,1.22,2,,903.26,,,longREF,0.66,,,0.7,0.61,39.67,,,41.33,38.01,"1,467.17",696.29,747.86,,,,,83.7,79.23,,,1.36,1.27,,,0.68,0.63,,,40.52,38.82
C11,#179,1,1,1,longREF,296.71,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,934.21",,,305.6,287.89,19438,4333,15105,"2,206.00","2,127.00","1,909.00","13,196.00",120.9,,,,,,,,936.09,,,,,,,,,,,,,,"3,576.14",244.93,987.5,,,,,301.24,292.2,,,,,,,,,,,,
C11,#179,1,1,1,HDR,279.85,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,597.06",,,288.46,271.31,19438,4115,15323,"2,206.00","2,127.00","1,909.00","13,196.00",120.9,1.89,,,1.97,1.81,2,,927.13,,,longREF,0.94,,,0.98,0.9,48.54,,,49.61,47.47,"1,496.74",704.34,872.09,,,,,284.23,275.49,,,1.93,1.85,,,0.96,0.92,,,49.08,47.99
D11,#180,2,1,,longREF,19.14,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,382.83,,,21.24,17.05,19828,320,19508,56,264,144,"19,364.00",3.21,,,,,,,,915.91,,,,,,,,,,,,,,"3,862.94",239.19,297.67,,,,,20.21,18.07,,,,,,,,,,,,
D11,#180,2,1,,HDR,11.93,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,238.54,,,13.58,10.28,19828,200,19628,56,264,144,"19,364.00",3.21,1.25,,,1.47,1.03,2,,926.8,,,longREF,0.62,,,0.73,0.51,38.39,,,42.57,34.21,"1,582.64",699.65,708.55,,,,,12.77,11.08,,,1.36,1.13,,,0.68,0.57,,,40.52,36.26
E11,#181,,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,20227,0,20227,0,0,0,"20,227.00",0,,,,,,,,,,,,,,,,,,,,,,0,231.54,231.54,,,,,,,,,,,,,,,,,,
E11,#181,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,20227,0,20227,0,0,0,"20,227.00",0,,,,,,,,,,,,,,,,,,,,,,0,682.56,682.56,,,,,,,,,,,,,,,,,,
F11,#182,,1,,longREF,1.65,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,33,,,2.37,1.09,18552,26,18526,2,24,23,"18,503.00",0.12,,,,,,,,812.93,,,,,,,,,,,,,,"3,491.00",231.03,235.6,,,,,1.99,1.35,,,,,,,,,,,,
F11,#182,,1,,HDR,1.59,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,31.73,,,2.3,1.04,18552,25,18527,2,24,23,"18,503.00",0.12,1.92,,,2.99,0.86,2,,826.75,,,longREF,0.96,,,1.49,0.43,49.02,,,62.85,35.19,"1,374.27",679.1,680.04,,,,,1.92,1.29,,,2.46,1.38,,,1.23,0.69,,,56.02,42.02
G11,#183,1,1,1,longREF,312.28,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,245.64",,,321.07,303.56,21104,4920,16184,"2,650.00","2,270.00","1,958.00","14,226.00",138.11,,,,,,,,916.15,,,,,,,,,,,,,,"3,493.81",236.24,995.68,,,,,316.76,307.83,,,,,,,,,,,,
G11,#183,1,1,1,HDR,289.82,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,796.35",,,298.24,281.46,21104,4608,16496,"2,650.00","2,270.00","1,958.00","14,226.00",138.11,1.86,,,1.93,1.78,2,,906.87,,,longREF,0.93,,,0.97,0.89,48.13,,,49.14,47.13,"1,476.45",684.25,857.23,,,,,294.11,285.54,,,1.89,1.82,,,0.95,0.91,,,48.65,47.62
H11,#184,1,1,1,longREF,388.91,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,778.29",,,399.64,378.28,18267,5142,13125,"1,756.00","3,386.00","1,638.00","11,487.00",85,,,,,,,,967.2,,,,,,,,,,,,,,"3,638.11",224.53,"1,185.42",,,,,394.38,383.48,,,,,,,,,,,,
H11,#184,1,1,1,HDR,241.82,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,836.44",,,250,233.7,18267,3394,14873,"1,756.00","3,386.00","1,638.00","11,487.00",85,1.24,,,1.3,1.19,2,,908.91,,,longREF,0.62,,,0.65,0.59,38.34,,,39.37,37.31,"1,491.47",651.6,807.64,,,,,245.99,237.67,,,1.27,1.22,,,0.64,0.61,,,38.86,37.82
A12,#185,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15150,0,15150,0,0,0,"15,150.00",0,,,,,,,,,,,,,,,,,,,,,,0,222.79,222.79,,,,,,,,,,,,,,,,,,
A12,#185,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15150,0,15150,0,0,0,"15,150.00",0,,,,,,,,,,,,,,,,,,,,,,0,632.34,632.34,,,,,,,,,,,,,,,,,,
B12,#186,1,1,1,longREF,5.11,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,102.24,,,6.25,4.12,20526,89,20437,0,89,43,"20,394.00",0,,,,,,,,,,,,,,,,,,,,,,"3,443.78",235.45,249.36,,,,,5.67,4.59,,,,,,,,,,,,
B12,#186,1,1,1,HDR,2.47,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,49.34,,,3.28,1.8,20526,43,20483,0,89,43,"20,394.00",0,0.97,,,1.32,0.61,2,,,,,longREF,0.48,,,0.66,0.31,32.55,,,40.58,24.52,"1,575.67",688.93,690.79,,,,,2.86,2.11,,,1.14,0.79,,,0.57,0.39,,,36.62,28.48
C12,#187,,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,1454,0,1454,0,0,0,"1,454.00",0,,,,,,,,,,,,,,,,,,,,,,0,243.77,243.77,,,,,,,,,,,,,,,,,,
C12,#187,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,1454,0,1454,0,0,0,"1,454.00",0,,,,,,,,,,,,,,,,,,,,,,0,656.28,656.28,,,,,,,,,,,,,,,,,,
D12,#188,,1,,longREF,0.29,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,5.75,,,0.62,0.1,20462,5,20457,0,5,0,"20,457.00",0,,,,,,,,316.42,,,,,,,,,,,,,,"2,402.86",230.64,231.17,,,,,0.44,0.18,,,,,,,,,,,,
D12,#188,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,20462,0,20462,0,5,0,"20,457.00",0,,,,,,,,,,,,,,,,,,,,,,0,679.71,679.71,,,,,,,,,,,,,,,,,,
E12,#189,,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,17543,0,17543,0,0,0,"17,543.00",0,,,,,,,,,,,,,,,,,,,,,,0,233.93,233.93,,,,,,,,,,,,,,,,,,
E12,#189,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,17543,0,17543,0,0,0,"17,543.00",0,,,,,,,,,,,,,,,,,,,,,,0,686.73,686.73,,,,,,,,,,,,,,,,,,
F12,#190,2,1,,longREF,295.38,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,907.64",,,304.07,286.76,20276,4502,15774,"1,810.00","2,692.00","1,176.00","14,598.00",96.27,,,,,,,,956.45,,,,,,,,,,,,,,"3,946.52",237.48,"1,061.02",,,,,299.8,290.98,,,,,,,,,,,,
F12,#190,2,1,,HDR,187.42,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,748.46",,,194.17,180.71,20276,2986,17290,"1,810.00","2,692.00","1,176.00","14,598.00",96.27,1.27,,,1.33,1.21,2,,924.55,,,longREF,0.63,,,0.66,0.61,38.82,,,39.92,37.72,"1,594.00",690,823.13,,,,,190.86,183.99,,,1.3,1.24,,,0.65,0.62,,,39.38,38.26
G12,#191,1,1,1,longREF,295.58,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,911.62",,,304.27,286.96,20264,4502,15762,"1,646.00","2,856.00","1,309.00","14,453.00",83.43,,,,,,,,"1,002.47",,,,,,,,,,,,,,"3,841.26",241.01,"1,040.87",,,,,300.01,291.17,,,,,,,,,,,,
G12,#191,1,1,1,HDR,185.43,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,708.69",,,192.15,178.76,20264,2955,17309,"1,646.00","2,856.00","1,309.00","14,453.00",83.43,1.25,,,1.31,1.2,2,,934.04,,,longREF,0.63,,,0.66,0.6,38.55,,,39.65,37.45,"1,565.65",697.34,823.96,,,,,188.85,182.02,,,1.28,1.22,,,0.64,0.61,,,39.11,37.99
H12,#192,1,1,1,longREF,236.83,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,736.69",,,244.52,229.19,20182,3680,16502,"1,864.00","1,816.00","1,670.00","14,832.00",100.95,,,,,,,,982.99,,,,,,,,,,,,,,"3,712.42",239.13,872.45,,,,,240.75,232.93,,,,,,,,,,,,
H12,#192,1,1,1,HDR,226.47,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,529.44",,,233.97,219.02,20182,3534,16648,"1,864.00","1,816.00","1,670.00","14,832.00",100.95,1.91,,,2,1.82,2,,933.77,,,longREF,0.96,,,1,0.91,48.88,,,50.04,47.73,"1,565.96",693.24,846.05,,,,,230.29,222.66,,,1.96,1.87,,,0.98,0.93,,,49.47,48.29
