Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
D05,#324,1,1,1,allGFP,"1,451.05",OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"29,021.00",,,"1,483.11","1,419.84",12935,9167,3768,"5,288.00","1,054.00","3,879.00","2,714.00",406.83,5.49,,,5.67,5.31,3,,"1,477.28",,,shortREF,1.83,,,1.89,1.77,64.67,,,65.43,63.91,"3,832.91",716.07,"2,924.97",,,,,"1,467.30","1,435.03",,,5.58,5.4,,,1.86,1.8,,,65.05,64.28
E05,#325,,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,8917,6,8911,0,6,6,"8,905.00",0,,,,,,,,,,,,,,,,,,,,,,"6,962.37",203.39,207.94,,,,,,,,,,,,,,,,,,
E05,#325,,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,8917,6,8911,0,6,6,"8,905.00",0,,,,,,,,,,,,,,,,,,,,,,"3,697.67",683.23,685.26,,,,,,,,,,,,,,,,,,
F05,#326,,1,0,shortREF,5.11,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,102.24,,,6.56,3.89,13146,57,13089,12,45,41,"13,048.00",1.06,,,,,,,,"1,010.80",,,,,,,,,,,,,,"6,795.66",204.25,232.83,,,,,5.82,4.47,,,,,,,,,,,,
F05,#326,,1,0,allGFP,4.75,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,95.05,,,6.16,3.58,13146,53,13093,12,45,41,"13,048.00",1.06,2.79,,,3.84,1.74,3,,"1,235.40",,,shortREF,0.93,,,1.28,0.58,48.18,,,57.57,38.79,"3,523.67",684.49,695.94,,,,,5.43,4.13,,,3.32,2.26,,,1.11,0.75,,,52.94,43.42
G05,#327,3,1,0,shortREF,432.86,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,657.24",,,447.13,418.76,11753,3618,8135,786,"2,832.00",482,"7,653.00",62.45,,,,,,,,,,,,,,,,,,,,,,"7,022.12",207.2,"2,305.08",,,,,440.12,425.65,,,,,,,,,,,,
G05,#327,3,1,0,allGFP,134.31,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,686.19",,,141.73,126.94,11753,1268,10485,786,"2,832.00",482,"7,653.00",62.45,0.93,,,0.99,0.87,3,,"1,285.00",,,shortREF,0.31,,,0.33,0.29,23.68,,,24.84,22.52,"3,434.78",695.64,991.16,,,,,138.09,130.54,,,0.96,0.9,,,0.32,0.3,,,24.27,23.09
H05,#328,,1,0,shortREF,38.74,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,774.82,,,42.7,34.8,11422,370,11052,45,325,47,"11,005.00",4.5,,,,,,,,"1,306.54",,,,,,,,,,,,,,"6,834.76",197.84,412.84,,,,,40.76,36.73,,,,,,,,,,,,
H05,#328,,1,0,allGFP,9.51,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,190.29,,,11.61,7.69,11422,92,11330,45,325,47,"11,005.00",4.5,0.74,,,0.91,0.57,3,,,,,shortREF,0.25,,,0.3,0.19,19.72,,,23.35,16.08,"3,444.78",666.05,688.43,,,,,10.54,8.56,,,0.82,0.65,,,0.27,0.22,,,21.56,17.87
A06,#329,2,1,0,shortREF,136.3,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,725.95",,,143.51,129.12,12615,1380,11235,317,"1,063.00",604,"10,631.00",24.18,,,,,,,,"1,437.04",,,,,,,,,,,,,,"7,193.62",198.4,963.63,,,,,139.97,132.63,,,,,,,,,,,,
A06,#329,2,1,0,allGFP,89.19,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,783.78",,,94.96,83.44,12615,921,11694,317,"1,063.00",604,"10,631.00",24.18,1.96,,,2.13,1.8,3,,,,,shortREF,0.65,,,0.71,0.6,39.55,,,41.55,37.56,"3,721.30",693.65,914.69,,,,,92.13,86.25,,,2.05,1.88,,,0.68,0.63,,,40.57,38.54
B06,#330,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,5388,2518,2870,"1,660.00",858,"1,117.00","1,753.00",272.3,,,,,,,,"1,869.27",,,,,,,,,,,,,,"6,322.66",193.72,"3,057.99",,,,,,,,,,,,,,,,,,
B06,#330,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,5388,2777,2611,"1,660.00",858,"1,117.00","1,753.00",272.3,,,,,,,,"1,850.36",,,,,,,,,,,,,,"3,214.21",715.77,"2,003.47",,,,,,,,,,,,,,,,,,
C06,#331,1,,0,shortREF,115.2,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,303.94",,,121.03,109.39,16167,1508,14659,717,791,657,"14,002.00",50.55,,,,,,,,,,,,,,,,,,,,,,"7,033.57",198.95,836.46,,,,,118.17,112.23,,,,,,,,,,,,
C06,#331,1,,0,allGFP,104.49,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,089.84",,,110.03,98.98,16167,1374,14793,717,791,657,"14,002.00",50.55,2.72,,,2.92,2.52,3,,,,,shortREF,0.91,,,0.97,0.84,47.56,,,49.39,45.74,"3,434.25",678.45,912.66,,,,,107.32,101.68,,,2.82,2.62,,,0.94,0.87,,,48.49,46.63
D06,#332,2,1,0,shortREF,272.84,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,456.87",,,281.93,263.83,16943,3507,13436,"2,154.00","1,353.00","2,509.00","10,927.00",135.51,,,,,,,,"1,070.43",,,,,,,,,,,,,,"7,056.51",203.22,"1,621.77",,,,,277.47,268.24,,,,,,,,,,,,
D06,#332,2,1,0,allGFP,378.69,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,573.71",,,389.65,367.82,16943,4663,12280,"2,154.00","1,353.00","2,509.00","10,927.00",135.51,4.16,,,4.35,3.98,3,,,,,shortREF,1.39,,,1.45,1.33,58.12,,,59.19,57.05,"3,642.54",684.23,"1,498.40",,,,,384.27,373.13,,,4.26,4.07,,,1.42,1.36,,,58.67,57.58
E06,#333,,1,0,shortREF,0.16,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,3.13,,,0.5,0.02,15051,2,15049,0,2,4,"15,045.00",0,,,,,,,,,,,,,,,,,,,,,,"6,853.92",200.83,201.71,,,,,0.3,0.07,,,,,,,,,,,,
E06,#333,,1,0,allGFP,0.31,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,6.25,,,0.74,0.09,15051,4,15047,0,2,4,"15,045.00",0,6,,,17.04,0,3,,,,,shortREF,2,,,5.68,0,66.67,,,107.56,25.78,"4,024.13",680.54,681.43,,,,,0.5,0.18,,,11.42,0.58,,,3.81,0.19,,,86.74,46.6
F06,#334,,1,0,shortREF,73.19,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,463.88",,,78.25,68.16,13412,809,12603,299,510,389,"12,214.00",25.07,,,,,,,,"1,374.24",,,,,,,,,,,,,,"6,971.56",202.58,610.87,,,,,75.77,70.62,,,,,,,,,,,,
F06,#334,,1,0,allGFP,61.95,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,239.06",,,66.59,57.33,13412,688,12724,299,510,389,"12,214.00",25.07,2.54,,,2.8,2.28,3,,,,,shortREF,0.85,,,0.93,0.76,45.84,,,48.37,43.32,"3,525.64",678.7,824.74,,,,,64.32,59.59,,,2.67,2.41,,,0.89,0.8,,,47.13,44.55
G06,#335,2,1,0,shortREF,664.58,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"13,291.52",,,683.38,646.06,11597,5005,6592,"1,399.00","3,606.00",519,"6,073.00",116.22,,,,,,,,,,,,,,,,,,,,,,"6,984.13",205.92,"3,131.24",,,,,674.13,655.1,,,,,,,,,,,,
G06,#335,2,1,0,allGFP,212.69,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,253.83",,,222.26,203.2,11597,1918,9679,"1,399.00","3,606.00",519,"6,073.00",116.22,0.96,,,1.01,0.91,3,,,,,shortREF,0.32,,,0.34,0.3,24.24,,,25.22,23.27,"3,264.99",701.26,"1,125.27",,,,,217.56,207.84,,,0.99,0.93,,,0.33,0.31,,,24.74,23.75
H06,#336,,,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,1637,0,1637,0,0,"1,412.00",225,0,,,,,,,,,,,,,,,,,,,,,,0,282.96,282.96,,,,,,,,,,,,,,,,,,
H06,#336,,,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,1637,1412,225,0,0,"1,412.00",225,0,,,,,,,,588.85,,,,,,,,,,,,,,904.5,393.46,834.26,,,,,,,,,,,,,,,,,,
A07,#337,3,1,0,shortREF,34.66,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,693.25,,,38.24,31.09,12434,361,12073,175,186,88,"11,985.00",16.54,,,,,,,,,,,,,,,,,,,,,,"6,949.50",197.58,393.61,,,,,36.49,32.84,,,,,,,,,,,,
A07,#337,3,1,0,allGFP,25.15,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,503.03,,,28.2,22.12,12434,263,12171,175,186,88,"11,985.00",16.54,2.18,,,2.52,1.83,3,,,,,shortREF,0.73,,,0.84,0.61,42.05,,,45.92,38.18,"2,970.44",687.7,735.98,,,,,26.7,23.6,,,2.35,2,,,0.78,0.67,,,44.02,40.07
B07,#338,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15615,0,15615,0,0,0,"15,615.00",0,,,,,,,,,,,,,,,,,,,,,,0,"1,433.87","1,433.87",,,,,,,,,,,,,,,,,,
B07,#338,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15615,0,15615,0,0,0,"15,615.00",0,,,,,,,,,,,,,,,,,,,,,,0,677.58,677.58,,,,,,,,,,,,,,,,,,
C07,#339,,1,0,shortREF,0.29,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,5.7,,,0.67,0.09,16505,4,16501,0,4,0,"16,501.00",0,,,,,,,,283.12,,,,,,,,,,,,,,"2,099.40",204.99,205.45,,,,,0.46,0.16,,,,,,,,,,,,
C07,#339,,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,16505,0,16505,0,4,0,"16,501.00",0,,,,,,,,,,,,,,,,,,,,,,0,696.7,696.7,,,,,,,,,,,,,,,,,,
D07,#340,1,1,0,shortREF,470.48,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"9,409.69",,,483.93,457.19,14635,4824,9811,"3,245.00","1,579.00","3,300.00","6,511.00",215.03,,,,,,,,,,,,,,,,,,,,,,"7,232.02",212.08,"2,526.00",,,,,477.32,463.68,,,,,,,,,,,,
D07,#340,1,1,0,allGFP,697.4,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"13,947.93",,,714.67,680.38,14635,6545,8090,"3,245.00","1,579.00","3,300.00","6,511.00",215.03,4.45,,,4.61,4.28,3,,,,,shortREF,1.48,,,1.54,1.43,59.71,,,60.62,58.81,"3,661.69",708.63,"2,029.28",,,,,706.18,688.68,,,4.53,4.36,,,1.51,1.45,,,60.18,59.25
E07,#341,,1,0,shortREF,72.55,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,451.02",,,77.08,68.04,16537,989,15548,346,643,613,"14,935.00",22.96,,,,,,,,,,,,,,,,,,,,,,"7,010.72",203.69,610.78,,,,,74.86,70.25,,,,,,,,,,,,
E07,#341,,1,0,allGFP,70.28,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,405.66",,,74.74,65.84,16537,959,15578,346,643,613,"14,935.00",22.96,2.91,,,3.16,2.65,3,,,,,shortREF,0.97,,,1.05,0.88,49.21,,,51.43,46.99,"3,641.29",691.35,862.42,,,,,72.56,68.02,,,3.04,2.77,,,1.01,0.92,,,50.34,48.07
F07,#342,3,1,0,shortREF,591.92,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"11,838.46",,,607.92,576.14,13772,5445,8327,"2,838.00","2,607.00","3,248.00","5,079.00",104.53,,,,,,,,"1,440.55",,,,,,,,,,,,,,"7,065.86",206.42,"2,918.42",,,,,600.06,583.84,,,,,,,,,,,,
F07,#342,3,1,0,allGFP,686.16,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"13,723.22",,,703.78,668.81,13772,6086,7686,"2,838.00","2,607.00","3,248.00","5,079.00",104.53,3.48,,,3.61,3.35,3,,,,,shortREF,1.16,,,1.2,1.12,53.69,,,54.61,52.77,"3,671.98",700.33,"2,013.54",,,,,695.12,677.27,,,3.54,3.41,,,1.18,1.14,,,54.16,53.22
G07,#343,2,1,0,shortREF,42.86,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,857.27,,,46.24,39.5,17357,621,16736,219,402,"1,565.00","15,171.00",12.1,,,,,,,,"1,120.95",,,,,,,,,,,,,,"7,064.11",204.12,449.56,,,,,44.58,41.14,,,,,,,,,,,,
G07,#343,2,1,0,allGFP,127.6,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,551.94",,,133.54,121.69,17357,1784,15573,219,402,"1,565.00","15,171.00",12.1,8.93,,,9.75,8.11,3,,,,,shortREF,2.98,,,3.25,2.7,74.85,,,76.57,73.14,"3,896.75",690.28,"1,019.85",,,,,130.62,124.58,,,9.35,8.51,,,3.12,2.84,,,75.73,73.98
H07,#344,1,1,1,shortREF,217.14,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,342.89",,,225.14,209.21,16987,2863,14124,"1,037.00","1,826.00","1,483.00","12,641.00",58.41,,,,,,,,"1,347.00",,,,,,,,,,,,,,"7,152.35",206.28,"1,376.98",,,,,221.22,213.09,,,,,,,,,,,,
H07,#344,1,1,1,allGFP,188.92,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,778.31",,,196.32,181.55,16987,2520,14467,"1,037.00","1,826.00","1,483.00","12,641.00",58.41,2.61,,,2.75,2.47,3,,,,,shortREF,0.87,,,0.92,0.82,46.52,,,47.86,45.19,"3,691.32",699.63,"1,143.44",,,,,192.69,185.15,,,2.68,2.54,,,0.89,0.85,,,47.2,45.84
A09,#353,,,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15108,0,15108,0,0,10,"15,098.00",0,,,,,,,,,,,,,,,,,,,,,,0,197.39,197.39,,,,,,,,,,,,,,,,,,
A09,#353,,,0,allGFP,0.78,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,15.58,,,1.37,0.39,15108,10,15098,0,0,10,"15,098.00",0,,,,,,,,852.33,,,,,,,,,,,,,,"1,451.53",691.22,691.72,,,,,1.05,0.56,,,,,,,,,,,,
B09,#354,3,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12139,0,12139,0,0,0,"12,139.00",0,,,,,,,,,,,,,,,,,,,,,,0,185.25,185.25,,,,,,,,,,,,,,,,,,
B09,#354,3,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12139,0,12139,0,0,0,"12,139.00",0,,,,,,,,,,,,,,,,,,,,,,0,617.67,617.67,,,,,,,,,,,,,,,,,,
C09,#355,,,0,shortREF,0.4,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,8.07,,,0.88,0.14,14587,5,14582,0,5,8,"14,574.00",0,,,,,,,,273.26,,,,,,,,,,,,,,"1,345.70",194.2,194.6,,,,,0.61,0.25,,,,,,,,,,,,
C09,#355,,,0,allGFP,0.65,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,12.91,,,1.21,0.29,14587,8,14579,0,5,8,"14,574.00",0,4.8,,,10.35,0,3,,829.61,,,shortREF,1.6,,,3.45,0,61.54,,,88.88,34.2,"1,574.05",661.33,661.83,,,,,0.9,0.44,,,7.58,2.03,,,2.53,0.68,,,75.22,47.86
D09,#356,2,1,0,shortREF,253.39,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,067.81",,,263.23,243.63,13315,2580,10735,979,"1,601.00","2,517.00","8,218.00",43.99,,,,,,,,"1,324.65",,,,,,,,,,,,,,"7,126.72",207.31,"1,548.06",,,,,258.4,248.4,,,,,,,,,,,,
D09,#356,2,1,0,allGFP,358.32,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,166.40",,,370.3,346.46,13315,3496,9819,979,"1,601.00","2,517.00","8,218.00",43.99,4.24,,,4.46,4.03,3,,,,,shortREF,1.41,,,1.49,1.34,58.58,,,59.81,57.34,"3,774.64",692.54,"1,501.78",,,,,364.42,352.25,,,4.35,4.13,,,1.45,1.38,,,59.21,57.95
E09,#357,1,1,1,shortREF,307.01,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,140.16",,,317.76,296.36,13845,3180,10665,"1,873.00","1,307.00","1,651.00","9,014.00",147.71,,,,,,,,"1,351.72",,,,,,,,,,,,,,"7,027.31",204.94,"1,771.94",,,,,312.48,301.56,,,,,,,,,,,,
E09,#357,1,1,1,allGFP,345.58,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"6,911.61",,,357.09,334.18,13845,3524,10321,"1,873.00","1,307.00","1,651.00","9,014.00",147.71,3.38,,,3.54,3.21,3,,"1,303.05",,,shortREF,1.13,,,1.18,1.07,52.96,,,54.15,51.76,"3,593.26",687.6,"1,427.18",,,,,351.44,339.75,,,3.46,3.29,,,1.15,1.1,,,53.57,52.34
F09,#358,3,1,0,shortREF,340.55,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,811.09",,,350.91,330.29,16782,4218,12564,"2,811.00","1,407.00","6,546.00","6,018.00",93.38,,,,,,,,,,,,,,,,,,,,,,"6,969.88",206.02,"1,906.06",,,,,345.83,335.3,,,,,,,,,,,,
F09,#358,3,1,0,allGFP,959.36,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"19,187.16",,,979.51,939.54,16782,9357,7425,"2,811.00","1,407.00","6,546.00","6,018.00",93.38,8.45,,,8.76,8.14,3,,,,,shortREF,2.82,,,2.92,2.71,73.8,,,74.51,73.09,"3,823.66",687.86,"2,436.26",,,,,969.6,949.21,,,8.61,8.29,,,2.87,2.76,,,74.16,73.44
G09,#359,,,0,shortREF,1.43,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,28.57,,,2.17,0.88,15660,19,15641,3,16,42,"15,599.00",0.22,,,,,,,,,,,,,,,,,,,,,,"7,057.60",202.81,211.13,,,,,1.78,1.13,,,,,,,,,,,,
G09,#359,,,0,allGFP,3.39,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,67.71,,,4.48,2.49,15660,45,15615,3,16,42,"15,599.00",0.22,7.11,,,10.96,3.26,3,,,,,shortREF,2.37,,,3.65,1.09,70.33,,,81.62,59.04,"3,804.03",688.58,697.53,,,,,3.91,2.91,,,9.06,5.17,,,3.02,1.72,,,76.04,64.62
H09,#360,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14923,0,14923,0,0,0,"14,923.00",0,,,,,,,,,,,,,,,,,,,,,,0,189.16,189.16,,,,,,,,,,,,,,,,,,
H09,#360,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14923,0,14923,0,0,0,"14,923.00",0,,,,,,,,,,,,,,,,,,,,,,0,627.91,627.91,,,,,,,,,,,,,,,,,,
A10,#361,,1,0,shortREF,9.4,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,187.96,,,11.1,7.7,14705,117,14588,7,110,44,"14,544.00",0.53,,,,,,,,,,,,,,,,,,,,,,"6,995.56",192.92,247.04,,,,,10.27,8.53,,,,,,,,,,,,
A10,#361,,1,0,allGFP,4.09,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,81.75,,,5.32,3.06,14705,51,14654,7,110,44,"14,544.00",0.53,1.3,,,1.74,0.87,3,,,,,shortREF,0.43,,,0.58,0.29,30.31,,,37.28,23.34,"3,764.97",675.49,686.2,,,,,4.69,3.54,,,1.52,1.09,,,0.51,0.36,,,33.85,26.77
B10,#362,,1,0,shortREF,13.84,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,276.76,,,15.95,11.73,14196,166,14030,17,149,32,"13,998.00",1.38,,,,,,,,"1,047.93",,,,,,,,,,,,,,"7,068.38",199.99,280.31,,,,,14.91,12.76,,,,,,,,,,,,
B10,#362,,1,0,allGFP,4.07,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,81.36,,,5.32,3.03,14196,49,14147,17,149,32,"13,998.00",1.38,0.88,,,1.16,0.6,3,,,,,shortREF,0.29,,,0.39,0.2,22.72,,,28.34,17.1,"3,682.53",684.19,694.54,,,,,4.68,3.52,,,1.03,0.74,,,0.34,0.25,,,25.57,19.87
C10,#363,1,,0,shortREF,217.15,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,342.94",,,225.81,208.55,14483,2441,12042,"1,425.00","1,016.00",950,"11,092.00",114.04,,,,,,,,"1,214.65",,,,,,,,,,,,,,"7,043.95",199.97,"1,353.47",,,,,221.56,212.75,,,,,,,,,,,,
C10,#363,1,,0,allGFP,210.72,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,214.33",,,219.23,202.26,14483,2375,12108,"1,425.00","1,016.00",950,"11,092.00",114.04,2.91,,,3.08,2.75,3,,,,,shortREF,0.97,,,1.03,0.92,49.25,,,50.66,47.83,"3,402.40",680.79,"1,127.09",,,,,215.05,206.4,,,3,2.83,,,1,0.94,,,49.97,48.53
D10,#364,1,,0,shortREF,372.44,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,448.87",,,383.65,361.34,15905,4316,11589,"3,040.00","1,276.00","4,550.00","7,039.00",176.45,,,,,,,,,,,,,,,,,,,,,,"7,001.67",204.53,"2,049.01",,,,,378.15,366.76,,,,,,,,,,,,
D10,#364,1,,0,allGFP,763.03,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"15,260.53",,,780.63,745.69,15905,7590,8315,"3,040.00","1,276.00","4,550.00","7,039.00",176.45,6.15,,,6.38,5.91,3,,,,,shortREF,2.05,,,2.13,1.97,67.2,,,68.03,66.37,"3,735.18",682.17,"2,139.09",,,,,771.97,754.15,,,6.26,6.03,,,2.09,2.01,,,67.62,66.78
E10,#365,2,1,0,shortREF,245.05,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,900.97",,,255.01,235.17,12514,2353,10161,714,"1,639.00",717,"9,444.00",56.77,,,,,,,,"1,417.15",,,,,,,,,,,,,,"7,024.51",203.63,"1,486.16",,,,,250.12,240,,,,,,,,,,,,
E10,#365,2,1,0,allGFP,142.87,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,857.31",,,150.3,135.48,12514,1431,11083,714,"1,639.00",717,"9,444.00",56.77,1.75,,,1.86,1.63,3,,"1,264.82",,,shortREF,0.58,,,0.62,0.54,36.83,,,38.36,35.3,"3,594.17",679.83,"1,013.09",,,,,146.65,139.09,,,1.81,1.69,,,0.6,0.56,,,37.61,36.05
F10,#366,3,1,0,shortREF,37.25,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,745.05,,,40.93,33.58,12673,395,12278,79,316,107,"12,171.00",7.1,,,,,,,,,,,,,,,,,,,,,,"6,994.39",200.69,412.44,,,,,39.13,35.38,,,,,,,,,,,,
F10,#366,3,1,0,allGFP,17.39,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,347.9,,,19.9,14.9,12673,186,12487,79,316,107,"12,171.00",7.1,1.4,,,1.64,1.16,3,,,,,shortREF,0.47,,,0.55,0.39,31.83,,,35.61,28.05,"3,588.23",672.91,715.7,,,,,18.67,16.12,,,1.53,1.28,,,0.51,0.43,,,33.76,29.9
G10,#367,2,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
G10,#367,2,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
H10,#368,,1,0,shortREF,3.98,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,79.54,,,5.15,3,15705,53,15652,13,40,55,"15,597.00",0.96,,,,,,,,,,,,,,,,,,,,,,"7,016.32",202.77,225.76,,,,,4.55,3.46,,,,,,,,,,,,
