Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
H09,#168,2,1,,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,2061,561,1500,195,366,135,"1,365.00",94.33,,,,,,,,"1,605.93",,,,,,,,,,,,,,"6,606.24",336.67,"2,043.23",,,,,,,,,,,,,,,,,,
H09,#168,2,1,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,2061,330,1731,195,366,135,"1,365.00",94.33,,,,,,,,,,,,,,,,,,,,,,"2,909.07",946.86,"1,261.04",,,,,,,,,,,,,,,,,,
A10,#169,3,1,,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12902,0,12902,0,0,0,"12,902.00",0,,,,,,,,,,,,,,,,,,,,,,0,183.06,183.06,,,,,,,,,,,,,,,,,,
A10,#169,3,1,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12902,0,12902,0,0,0,"12,902.00",0,,,,,,,,,,,,,,,,,,,,,,0,557.61,557.61,,,,,,,,,,,,,,,,,,
B10,#170,2,1,,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,13194,0,13194,0,0,0,"13,194.00",0,,,,,,,,,,,,,,,,,,,,,,0,154.5,154.5,,,,,,,,,,,,,,,,,,
B10,#170,2,1,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13194,0,13194,0,0,0,"13,194.00",0,,,,,,,,,,,,,,,,,,,,,,0,468.41,468.41,,,,,,,,,,,,,,,,,,
C10,#171,1,1,1,shortREF,326.85,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,537.02",,,338.37,315.44,12953,3142,9811,"1,433.00","1,709.00","2,443.00","7,368.00",81.44,,,,,,,,,,,,,,,,,,,,,,"7,215.23",217.77,"1,915.14",,,,,332.72,321.02,,,,,,,,,,,,
C10,#171,1,1,1,allGFP,418.33,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"8,366.67",,,431.65,405.17,12953,3876,9077,"1,433.00","1,709.00","2,443.00","7,368.00",81.44,3.84,,,4.02,3.66,3,,,,,shortREF,1.28,,,1.34,1.22,56.14,,,57.3,54.97,"3,596.64",681.38,"1,553.73",,,,,425.11,411.6,,,3.93,3.75,,,1.31,1.25,,,56.73,55.54
D10,#172,2,1,,shortREF,601.05,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"12,020.96",,,616.36,585.93,15316,6127,9189,"2,002.00","4,125.00","1,573.00","7,616.00",91.83,,,,,,,,"1,300.99",,,,,,,,,,,,,,"7,457.40",219.82,"3,115.14",,,,,608.84,593.31,,,,,,,,,,,,
D10,#172,2,1,,allGFP,312.72,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"6,254.38",,,323.05,302.48,15316,3575,11741,"2,002.00","4,125.00","1,573.00","7,616.00",91.83,1.56,,,1.63,1.5,3,,,,,shortREF,0.52,,,0.54,0.5,34.22,,,35.16,33.29,"3,658.04",701.03,"1,391.24",,,,,317.98,307.48,,,1.59,1.53,,,0.53,0.51,,,34.7,33.75
E10,#173,,1,,shortREF,7.78,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,155.52,,,9.54,6.25,13206,87,13119,22,65,40,"13,079.00",1.94,,,,,,,,,,,,,,,,,,,,,,"7,241.71",213.41,259.71,,,,,8.64,6.97,,,,,,,,,,,,
E10,#173,,1,,allGFP,5.54,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,110.73,,,7.04,4.27,13206,62,13144,22,65,40,"13,079.00",1.94,2.14,,,2.84,1.44,3,,,,,shortREF,0.71,,,0.95,0.48,41.59,,,49.55,33.63,"3,583.50",680.21,693.84,,,,,6.27,4.86,,,2.49,1.78,,,0.83,0.59,,,45.62,37.55
F10,#174,2,1,,shortREF,413.61,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,272.10",,,425.22,402.1,16757,4967,11790,"1,723.00","3,244.00","1,641.00","10,149.00",87.3,,,,,,,,,,,,,,,,,,,,,,"7,407.12",217.16,"2,348.36",,,,,419.52,407.72,,,,,,,,,,,,
F10,#174,2,1,,allGFP,263.63,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,272.56",,,272.59,254.73,16757,3364,13393,"1,723.00","3,244.00","1,641.00","10,149.00",87.3,1.91,,,2,1.83,3,,,,,shortREF,0.64,,,0.67,0.61,38.93,,,39.97,37.88,"3,619.76",693.03,"1,280.57",,,,,268.19,259.08,,,1.96,1.87,,,0.65,0.62,,,39.46,38.39
G10,#175,1,1,1,shortREF,834.28,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"16,685.55",,,852.58,816.26,16644,8454,8190,"5,747.00","2,707.00","2,463.00","5,727.00",378.89,,,,,,,,,,,,,,,,,,,,,,"7,441.85",219.98,"3,888.19",,,,,843.58,825.05,,,,,,,,,,,,
G10,#175,1,1,1,allGFP,799.74,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"15,994.79",,,817.51,782.24,16644,8210,8434,"5,747.00","2,707.00","2,463.00","5,727.00",378.89,2.88,,,2.96,2.79,3,,,,,shortREF,0.96,,,0.99,0.93,48.94,,,49.72,48.17,"3,564.01",701.95,"2,113.72",,,,,808.77,790.78,,,2.92,2.83,,,0.97,0.94,,,49.34,48.55
H10,#176,3,1,,shortREF,"2,240.45",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"44,808.97",,,"2,285.01","2,197.52",15895,13528,2367,"12,812.00",716,"1,436.00",931,"1,569.33",,,,,,,,"1,473.00",,,,,,,,,,,,,,"6,981.28",218.36,"5,974.18",,,,,"2,262.97","2,218.35",,,,,,,,,,,,
H10,#176,3,1,,allGFP,"2,667.12",OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"53,342.33",,,"2,722.18","2,614.52",15895,14248,1647,"12,812.00",716,"1,436.00",931,"1,569.33",3.57,,,3.67,3.47,3,,,,,shortREF,1.19,,,1.22,1.16,54.35,,,55.04,53.65,"3,025.92",685.11,"2,783.37",,,,,"2,694.89","2,639.99",,,3.62,3.52,,,1.21,1.17,,,54.7,53.99
A11,#177,2,1,,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,7901,0,7901,0,0,0,"7,901.00",0,,,,,,,,,,,,,,,,,,,,,,0,179.04,179.04,,,,,,,,,,,,,,,,,,
A11,#177,2,1,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,7901,0,7901,0,0,0,"7,901.00",0,,,,,,,,,,,,,,,,,,,,,,0,554.6,554.6,,,,,,,,,,,,,,,,,,
B11,#178,2,1,,shortREF,173.07,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,461.41",,,180.21,165.97,16630,2275,14355,916,"1,359.00",622,"13,733.00",62.06,,,,,,,,"1,586.91",,,,,,,,,,,,,,"7,410.86",219.12,"1,202.96",,,,,176.71,169.44,,,,,,,,,,,,
B11,#178,2,1,,allGFP,114.17,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,283.38",,,119.89,108.47,16630,1538,15092,916,"1,359.00",622,"13,733.00",62.06,1.98,,,2.11,1.85,3,,,,,shortREF,0.66,,,0.7,0.62,39.75,,,41.3,38.2,"3,484.59",698.45,956.12,,,,,117.08,111.26,,,2.04,1.91,,,0.68,0.64,,,40.54,38.96
C11,#179,1,1,1,shortREF,341.06,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,821.23",,,351.91,330.31,15330,3858,11472,"2,584.00","1,274.00","2,364.00","9,108.00",187.04,,,,,,,,,,,,,,,,,,,,,,"7,318.03",215.21,"2,002.73",,,,,346.58,335.56,,,,,,,,,,,,
C11,#179,1,1,1,allGFP,458.52,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"9,170.31",,,471.44,445.73,15330,4948,10382,"2,584.00","1,274.00","2,364.00","9,108.00",187.04,4.03,,,4.2,3.86,3,,,,,shortREF,1.34,,,1.4,1.29,57.34,,,58.38,56.31,"3,613.83",685.43,"1,630.62",,,,,465.09,451.97,,,4.12,3.95,,,1.37,1.32,,,57.87,56.82
D11,#180,2,1,,shortREF,47.34,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,946.72,,,50.87,43.81,17547,692,16855,227,465,271,"16,584.00",14.8,,,,,,,,,,,,,,,,,,,,,,"7,417.99",213.55,497.67,,,,,49.14,45.54,,,,,,,,,,,,
D11,#180,2,1,,allGFP,33.87,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,677.45,,,36.85,30.9,17547,498,17049,227,465,271,"16,584.00",14.8,2.15,,,2.39,1.9,3,,,,,shortREF,0.72,,,0.8,0.63,41.71,,,44.51,38.91,"3,754.02",685.88,772.96,,,,,35.39,32.36,,,2.27,2.02,,,0.76,0.67,,,43.14,40.28
E11,#181,,1,,shortREF,0.72,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,14.33,,,1.26,0.36,16424,10,16414,1,9,11,"16,403.00",0.07,,,,,,,,,,,,,,,,,,,,,,"6,514.52",212.2,216.03,,,,,0.97,0.51,,,,,,,,,,,,
E11,#181,,1,,allGFP,0.86,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,17.2,,,1.45,0.46,16424,12,16412,1,9,11,"16,403.00",0.07,3.6,,,6.68,0.52,3,,,,,shortREF,1.2,,,2.23,0.17,54.55,,,75.73,33.36,"3,943.47",680.29,682.68,,,,,1.13,0.63,,,5.15,2.05,,,1.72,0.68,,,65.22,43.88
F11,#182,,1,,shortREF,15.89,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,317.85,,,18.19,13.6,13713,184,13529,66,118,123,"13,406.00",5.58,,,,,,,,,,,,,,,,,,,,,,"7,556.18",220.95,319.37,,,,,17.06,14.72,,,,,,,,,,,,
F11,#182,,1,,allGFP,16.33,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,326.55,,,18.66,14,13713,189,13524,66,118,123,"13,406.00",5.58,3.08,,,3.71,2.46,3,,,,,shortREF,1.03,,,1.24,0.82,50.67,,,55.75,45.6,"3,825.43",704.93,747.94,,,,,17.52,15.14,,,3.4,2.76,,,1.13,0.92,,,53.26,48.09
G11,#183,1,1,1,shortREF,395.68,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,913.57",,,407.09,384.37,16477,4706,11771,"3,043.00","1,663.00","2,004.00","9,767.00",210.7,,,,,,,,"1,646.97",,,,,,,,,,,,,,"7,844.89",228.33,"2,403.70",,,,,401.49,389.9,,,,,,,,,,,,
G11,#183,1,1,1,allGFP,430.26,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"8,605.27",,,442.26,418.39,16477,5047,11430,"3,043.00","1,663.00","2,004.00","9,767.00",210.7,3.26,,,3.39,3.13,3,,,,,shortREF,1.09,,,1.13,1.04,52.09,,,53.09,51.1,"3,739.18",742.91,"1,660.68",,,,,436.37,424.19,,,3.33,3.2,,,1.11,1.07,,,52.6,51.59
H11,#184,1,1,1,shortREF,405.1,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,101.98",,,417.58,392.75,14174,4129,10045,"1,543.00","2,586.00","1,412.00","8,633.00",96.84,,,,,,,,"1,745.64",,,,,,,,,,,,,,"8,476.01",243.28,"2,641.54",,,,,411.45,398.78,,,,,,,,,,,,
H11,#184,1,1,1,allGFP,275.06,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,501.19",,,285.04,265.16,14174,2955,11219,"1,543.00","2,586.00","1,412.00","8,633.00",96.84,2.04,,,2.13,1.94,3,,,,,shortREF,0.68,,,0.71,0.65,40.44,,,41.58,39.3,"4,114.07",808.74,"1,497.83",,,,,280.14,270,,,2.09,1.99,,,0.7,0.66,,,41.02,39.86
A12,#185,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,13688,0,13688,0,0,0,"13,688.00",0,,,,,,,,,,,,,,,,,,,,,,0,201.51,201.51,,,,,,,,,,,,,,,,,,
A12,#185,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13688,0,13688,0,0,0,"13,688.00",0,,,,,,,,,,,,,,,,,,,,,,0,617.88,617.88,,,,,,,,,,,,,,,,,,
B12,#186,1,1,1,shortREF,9.46,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,189.11,,,11.26,7.66,13242,106,13136,37,69,166,"12,970.00",3.21,,,,,,,,,,,,,,,,,,,,,,"7,513.67",218.35,276.74,,,,,10.37,8.54,,,,,,,,,,,,
B12,#186,1,1,1,allGFP,18.17,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,363.5,,,20.68,15.68,13242,203,13039,37,69,166,"12,970.00",3.21,5.77,,,7.12,4.41,3,,,,,shortREF,1.92,,,2.37,1.47,65.78,,,71.07,60.49,"3,833.27",693.43,741.57,,,,,19.45,16.9,,,6.46,5.08,,,2.15,1.69,,,68.48,63.08
C12,#187,,1,,shortREF,1.06,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,21.1,,,1.71,0.59,15618,14,15604,2,12,3,"15,601.00",0.15,,,,,,,,,,,,,,,,,,,,,,"7,644.09",216.55,223.2,,,,,1.36,0.8,,,,,,,,,,,,
C12,#187,,1,,allGFP,0.38,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,7.53,,,0.82,0.13,15618,5,15613,2,12,3,"15,601.00",0.15,1.07,,,2.2,0,3,,,,,shortREF,0.36,,,0.73,0,26.31,,,46.76,5.86,"3,528.67",695.69,696.6,,,,,0.57,0.23,,,1.64,0.51,,,0.55,0.17,,,36.55,16.07
D12,#188,,1,,shortREF,12.91,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,258.13,,,14.85,10.97,15581,170,15411,29,141,41,"15,370.00",2.16,,,,,,,,,,,,,,,,,,,,,,"7,432.58",215.6,294.34,,,,,13.9,11.92,,,,,,,,,,,,
D12,#188,,1,,allGFP,5.3,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,105.95,,,6.64,4.15,15581,70,15511,29,141,41,"15,370.00",2.16,1.23,,,1.58,0.89,3,,,,,shortREF,0.41,,,0.53,0.3,29.1,,,34.86,23.34,"3,726.86",692.78,706.41,,,,,5.95,4.69,,,1.41,1.06,,,0.47,0.35,,,32.03,26.17
E12,#189,,1,,shortREF,4.52,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,90.39,,,5.83,3.42,14344,55,14289,5,50,27,"14,262.00",0.4,,,,,,,,,,,,,,,,,,,,,,"7,362.82",211.39,238.81,,,,,5.16,3.94,,,,,,,,,,,,
E12,#189,,1,,allGFP,2.63,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,52.55,,,3.65,1.82,14344,32,14312,5,50,27,"14,262.00",0.4,1.74,,,2.51,0.98,3,,,,,shortREF,0.58,,,0.84,0.33,36.76,,,46.96,26.57,"3,907.53",681.79,688.98,,,,,3.12,2.19,,,2.13,1.36,,,0.71,0.45,,,41.93,31.6
F12,#190,2,1,,shortREF,361.61,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,232.22",,,372.27,351.04,16979,4493,12486,"2,278.00","2,215.00","1,193.00","11,293.00",150.91,,,,,,,,,,,,,,,,,,,,,,"7,441.58",214.31,"2,126.80",,,,,367.04,356.21,,,,,,,,,,,,
F12,#190,2,1,,allGFP,269.05,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,381.06",,,278.06,260.12,16979,3471,13508,"2,278.00","2,215.00","1,193.00","11,293.00",150.91,2.23,,,2.33,2.13,3,,,,,shortREF,0.74,,,0.78,0.71,42.66,,,43.75,41.58,"3,690.00",692.4,"1,305.19",,,,,273.64,264.49,,,2.28,2.18,,,0.76,0.73,,,43.22,42.11
G12,#191,1,1,1,shortREF,373.43,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,468.67",,,385.46,361.53,13880,3775,10105,"1,747.00","2,028.00","1,291.00","8,814.00",129.8,,,,,,,,,,,,,,,,,,,,,,"7,474.72",216.76,"2,190.74",,,,,379.55,367.35,,,,,,,,,,,,
G12,#191,1,1,1,allGFP,290.61,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,812.27",,,301.02,280.3,13880,3038,10842,"1,747.00","2,028.00","1,291.00","8,814.00",129.8,2.33,,,2.45,2.22,3,,,,,shortREF,0.78,,,0.82,0.74,43.76,,,44.94,42.58,"3,704.01",694.6,"1,353.29",,,,,295.91,285.34,,,2.39,2.28,,,0.8,0.76,,,44.37,43.16
H12,#192,1,1,1,shortREF,290.43,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,808.60",,,300.61,280.33,14482,3168,11314,"1,681.00","1,487.00","1,340.00","9,974.00",126.94,,,,,,,,,,,,,,,,,,,,,,"7,456.54",214.66,"1,798.85",,,,,295.61,285.27,,,,,,,,,,,,
H12,#192,1,1,1,allGFP,275.24,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,504.86",,,285.12,265.45,14482,3021,11461,"1,681.00","1,487.00","1,340.00","9,974.00",126.94,2.84,,,2.99,2.7,3,,,,,shortREF,0.95,,,1,0.9,48.66,,,49.91,47.41,"3,690.46",692.97,"1,318.26",,,,,280.27,270.23,,,2.92,2.77,,,0.97,0.92,,,49.29,48.02
A01,HK-wt_bio3_c,,,,shortREF,108.53,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,170.59",,,114.52,102.57,14389,1268,13121,0,"1,268.00",0,"13,121.00",0,,,,,,,,889.62,,,,,,,,,,,,,,"7,635.36",211.33,865.56,,,,,111.58,105.48,,,,,,,,,,,,
A01,HK-wt_bio3_c,,,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14389,0,14389,0,"1,268.00",0,"13,121.00",0,,,,,,,,,,,,,,,,,,,,,,0,692.57,692.57,,,,,,,,,,,,,,,,,,
H01,NTC,,,,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,2731,0,2731,0,0,0,"2,731.00",0,,,,,,,,,,,,,,,,,,,,,,0,178.24,178.24,,,,,,,,,,,,,,,,,,
H01,NTC,,,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,2731,0,2731,0,0,0,"2,731.00",0,,,,,,,,,,,,,,,,,,,,,,0,582.08,582.08,,,,,,,,,,,,,,,,,,
G01,Nup62#199_bio3_c,,,,shortREF,39.06,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,781.18,,,42.42,35.71,15924,520,15404,16,504,458,"14,946.00",0.04,,,,,,,,,,,,,,,,,,,,,,"7,624.71",213.96,455.96,,,,,40.77,37.35,,,,,,,,,,,,
G01,Nup62#199_bio3_c,,,,allGFP,35.55,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,711.02,,,38.76,32.35,15924,474,15450,16,504,458,"14,946.00",0.04,2.73,,,3.07,2.39,3,,,,,shortREF,0.91,,,1.02,0.8,47.65,,,50.75,44.54,"4,092.65",700.44,801.42,,,,,37.19,33.92,,,2.9,2.56,,,0.97,0.85,,,49.23,46.06
F01,Nup93#214_bio3_c,,,,shortREF,22.61,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,452.26,,,25.41,19.82,13237,252,12985,58,194,124,"12,861.00",5,,,,,,,,"1,324.81",,,,,,,,,,,,,,"7,512.07",210.91,349.91,,,,,24.04,21.19,,,,,,,,,,,,
F01,Nup93#214_bio3_c,,,,allGFP,16.29,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,325.76,,,18.66,13.92,13237,182,13055,58,194,124,"12,861.00",5,2.16,,,2.57,1.75,3,,,,,shortREF,0.72,,,0.86,0.58,41.87,,,46.51,37.23,"3,860.58",692.73,736.29,,,,,17.5,15.08,,,2.37,1.95,,,0.79,0.65,,,44.24,39.5
B01,Nup93#38_bio3_c,,,,shortREF,63.4,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,268.07",,,68.48,58.35,11474,602,10872,250,352,269,"10,603.00",24.98,,,,,,,,,,,,,,,,,,,,,,"7,475.41",208.68,589.94,,,,,65.99,60.82,,,,,,,,,,,,
B01,Nup93#38_bio3_c,,,,allGFP,54.46,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,089.12",,,59.15,49.78,11474,519,10955,250,352,269,"10,603.00",24.98,2.58,,,2.88,2.27,3,,,,,shortREF,0.86,,,0.96,0.76,46.2,,,49.12,43.29,"3,752.59",682.09,820.97,,,,,56.85,52.07,,,2.73,2.42,,,0.91,0.81,,,47.69,44.72
C01,Nup93#70_bio3_c,,,,shortREF,43.43,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,868.6,,,47.45,39.43,12444,451,11993,182,269,306,"11,687.00",16.66,,,,,,,,,,,,,,,,,,,,,,"7,601.73",214.64,482.37,,,,,45.48,41.39,,,,,,,,,,,,
C01,Nup93#70_bio3_c,,,,allGFP,47.07,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,941.3,,,51.25,42.9,12444,488,11956,182,269,306,"11,687.00",16.66,3.25,,,3.67,2.83,3,,,,,shortREF,1.08,,,1.22,0.94,52.01,,,55.2,48.81,"3,912.93",701.46,827.4,,,,,49.2,44.94,,,3.46,3.04,,,1.15,1.01,,,53.64,50.38
D01,Nup93#79_bio3_c,,,,shortREF,33.01,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,660.19,,,36.2,29.83,14927,413,14514,149,264,219,"14,295.00",11.48,,,,,,,,,,,,,,,,,,,,,,"7,640.73",212.83,418.35,,,,,34.63,31.39,,,,,,,,,,,,
D01,Nup93#79_bio3_c,,,,allGFP,29.37,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,587.35,,,32.37,26.37,14927,368,14559,149,264,219,"14,295.00",11.48,2.67,,,3.04,2.29,3,,,,,shortREF,0.89,,,1.01,0.76,47.08,,,50.58,43.58,"3,871.46",701.62,779.77,,,,,30.9,27.84,,,2.86,2.48,,,0.95,0.83,,,48.87,45.29
E01,Nup93#92_bio3_c,,,,shortREF,73.42,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,468.32",,,78.4,68.45,13819,836,12983,320,516,698,"12,285.00",25.01,,,,,,,,,,,,,,,,,,,,,,"7,528.58",212.73,655.31,,,,,75.96,70.88,,,,,,,,,,,,
E01,Nup93#92_bio3_c,,,,allGFP,90.02,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,800.50",,,95.57,84.51,13819,1018,12801,320,516,698,"12,285.00",25.01,3.68,,,4.02,3.34,3,,,,,shortREF,1.23,,,1.34,1.11,55.08,,,57.34,52.82,"3,893.99",695.97,931.55,,,,,92.85,87.21,,,3.85,3.51,,,1.28,1.17,,,56.24,53.93
